,london_p_#,similarity_score,zwickau,london
271,264,1.0,uerum est autem quod in terra ipsa non inueniuntur pira nec poma nisi ualde raro nec cerusa nec nuces et fructus alii plures quorum copia est ultra mare sed de damasco sunt et diu non durant propter nimiam in arbore decoctionem,uerum est autem quod in terra ipsa non inueniuntur pira neque poma nisi ualde raro neque cesura neque nuces et fructus alii plures quorum copia est ultra mare sed de damasco sunt et diu non durant propter nimiam in arbore decoctionem sunt tamen quidam fructus ibidem qui per totum annum in arboribus conseruantur et utuntur eis homines toto anno simul enim et semel et noui fructus et ueteres sunt in arbore et flores simul cum utroque fructu et ista sunt poma que uocantur naranges et lemones poma ade poma cedrina et quedam alia poma crocea magna ualde in quantitate ad modum magni cantari de quibus omnibus indigene terre illius faciunt composiciones multas aromaticas et electuaria ualde bona
272,264,1.0,sunt tamen quidam fructus ibidem qui per totum annum in arboribus conseruantur et utuntur eis homines toto anno simul enim et semel et noui fructus et ueteres sunt <in> in arbore et flores simul cum utroque fructu et isti sunt poma que uocantur naranges et poma ade poma cedrina et quedam alia poma crocea magna ualde in quantitate ad modum magni cantari de quibus omnibus indigene terre illius faciunt composiciones multas aromaticas et electuaria ualde bona,uerum est autem quod in terra ipsa non inueniuntur pira neque poma nisi ualde raro neque cesura neque nuces et fructus alii plures quorum copia est ultra mare sed de damasco sunt et diu non durant propter nimiam in arbore decoctionem sunt tamen quidam fructus ibidem qui per totum annum in arboribus conseruantur et utuntur eis homines toto anno simul enim et semel et noui fructus et ueteres sunt in arbore et flores simul cum utroque fructu et ista sunt poma que uocantur naranges et lemones poma ade poma cedrina et quedam alia poma crocea magna ualde in quantitate ad modum magni cantari de quibus omnibus indigene terre illius faciunt composiciones multas aromaticas et electuaria ualde bona
273,265,1.0000000000000002,sunt etiam ibi quidam fructus qui dicuntur poma paradysi et crescunt ad quantitatem cophini competenter magni et grossi inferius superius uero acuti et habet unum pomum 500 grana uel plura uel pauciora et sunt grana illa oblonga ad latitudinem 6 digitorum spissa uero plurimum ad spissitudinem oui galline folliculi uero habent eadem genera sicud est folliculus fabarum dispositum et eiusdem coloris sed ex omni parte integrum qui folliculus apertus abicitur et pomum intus latens tollitur quod non habet in se semen aliquod sed est molle et album tendens tamen ad aliqualem croceitatem et est sapor eius delicatus ualde sicud butiri delicati cum melle arbor autem huius fructus uno anno crescit et fructum facit semel tantum et statim arescit et cum prodire incipit fructus de arbore procedit simul et alia arbor de radice que similiter facit fructum anno sequenti et statim simili modo crescit et arescit et aliam producit arborem et sic deinceps faciunt alie successiue poma illa licet sint magna habent tamem disposicionem botris uinee fere folia huius arboris longa sunt ad staturam corporis humani et ita lata ut homo de duobus foliis ante et retro posset regere totum corpus,sunt etiam ibi quidam fructus qui dicuntur poma paradysi et crescunt ad quantitatem cophini competenter magni et grossi inferius superius uero acuti et habet unum pomum 500 grana uel plura uel pauciora et sunt grana ista oblonga ad latitudinem 6 digitorum spissa uero plurimum ad spissitudinem oui gallini folliculum uero habent eadem grana sicut est folliculus fabarum dispositum et eiusdem coloris sed ex omni parte integrum qui folliculus apertus abicitur et pomum intus latens tollitur quod non habet in se semen aliquod sed est molle et album tendens tamen ad aliquam croceitatem et est sapor eius delicatus ualde sicud butyri delicati cum melle arbor autem huius fructus uno anno crescit et fructus facit semel tantum et statim arescit et cum prodire incipit fructus de arbore procedit similis et alia arbor de radice que similiter facit fructum anno sequenti et statim crescit simili modo et arescit et aliam arborem producit et sic deinceps faciunt alie successiue poma ista licet sint magna habent disposicionem tamen botri uinee fere folia huius arboris longa sunt ad staturam corporis humani et ita lata quod de duabus ante et retro homo posset tegere totum corpus
274,266,1.0,de uineis uineas multas habet terra sancta et plures habuit sed quia sarraceni non bibunt uinum non colunt eas sed desertas dimittunt nisi pauci christiani propinquores colunt eas propter questum ut et botros et uinum uendunt et est uinum terre sancte ualde bonum maxime circa lybanum et sydonem in bethleem est uilla beseel nomine non longe a neescol unde tulerunt in uecte duo uiri palmitem cuius uille uinum precellit omnia uina terre illius ut frequenter autem circa festum penthecosten habentur botri maturi in terra sancta et durant usque post festum martini et cottidie inueniuntur in foro ficus insuper et mala punica et mel et oleum et diuersa genera leguminum ibidem habundant frumentum est ualde bonum et fit inde panis ualde sapidus maxime in ierusalem ubi est panis delicatissimus et optimus quo non gustaui meliorem omnibus diebus uite mee,de uineis uineas multas habet terra sancta et plures habuit sed quia sarraceni non bibunt uinum non colunt eas sed desertas dimittunt nisi pauci christiani propinquiores qui colunt eas propter questum ut et botros et uina uendant et est uinum terre sancte ualde bonum maxime circa lybanum et sydonem in bethlehem est uilla beseleel nomine non longe a neellescol unde tulerunt in uecte palmitem duo uiri cuius uille uinum precellit omnia uina terre illius frequenter autem circa festum pentecosten habentur botri maturi in terra sancta et durant usque post festum martini et cottidie inueniuntur in foro ficus insuper et malapunica et mel et oleum et diuersa genera leguminum ibidem habundant frumentum est ualde bonum et fit inde panis ualde sapidus maxime in ierusalem ubi est panis delicatissimus et optimus quo non gustaui meliorem omnibus diebus uite mee
275,267,1.0,porci siluestres caprioli lepores et uulpes et similes fere multum habundant ibi perdicibus omnino plena est terra ita quod stupor est uidere sunt et ibi leones multi et ursi et cetera genera bestiarum item cameli dromedarii uiridamie breuiter ibi habundant omnia bona mundi ita quod possim dicere quod reuera fluit riuis lactis et mellis ut ex hiis omnibus probari potest,porci siluestres capreoli lepores uulpes et similes fere multum habundant ibi perdicibus omnino plena est terra ita quod stupor est <ualde> uidere sunt etiam ibi leones multi et ursi et cetera genera bestiarum item cameli dromodarii uiridamie breuiter ibi habundant omnia bona mundi ita ut possim dicere quod reuera fluit riuis lactis et mellis ut ex hiis omnibus probari potest
276,268,1.0,sed cultores non dico fortissimos sed pessimos habet peccatores in tantum quod mirum sit quod portat <eos> eos terra,de cultoribus cultores non dico fortissimos sed habet pessimos peccatores sunt in ea habitatores ex omni natione que sub celo est et uiuit quilibet secundum ritum suum sarraceni mahumetem predicant et legem eius seruant dominum ihesum christum maximum prophetarum dicunt et eum de spiritu sancto conceptum et de uirgine natum sed negant passum sed cum ei placuit dicunt eum ascendisse et sedere ad dexteram <patris> dei maumetem uero ad sinistram isti sunt inmundi nimis tot habent uxores quod pascere possunt peccant tamen nichilominus contra naturam in singulis ciuitatibus habentes ephebias
277,268,1.0,de habitatoribus terre sancte diuersarum nationum sunt in ea habitatores ex omni natione ut credo que sub celo est et uiuit quilibet secundum ritum suum sarraceni machmetum predicant et legem eius seruant dominum ihesum christum maximum prophetarum dicunt et eundem de spiritu sancto conceptum et de uirgine natum sed nefehler textmarke nicht definiertgant passum sed cum eis placuerit dicunt eum in celum ascendisse et sedere ad dexteram dei machmetum uero ad sinistram isti sunt immundi nimis tot habent uxores quod pascere possunt peccant tamen nichilominus contra naturam in singulis ciuitatibus habentes ephebias,de cultoribus cultores non dico fortissimos sed habet pessimos peccatores sunt in ea habitatores ex omni natione que sub celo est et uiuit quilibet secundum ritum suum sarraceni mahumetem predicant et legem eius seruant dominum ihesum christum maximum prophetarum dicunt et eum de spiritu sancto conceptum et de uirgine natum sed negant passum sed cum ei placuit dicunt eum ascendisse et sedere ad dexteram <patris> dei maumetem uero ad sinistram isti sunt inmundi nimis tot habent uxores quod pascere possunt peccant tamen nichilominus contra naturam in singulis ciuitatibus habentes ephebias
278,269,0.9999999999999999,syriani siue syri christianos se esse dicunt et sunt baptisati sed fere omnes heretici inter sarracenos habitant etiam ut plurimum sunt eis officia et procuratores terrarum commissa et in habitu fere concordant cum sarracenis nisi quod tantum per cingulum laneum cognoscuntur,de syris syriani siue siri christianos se dicunt et sunt baptizati sed fere omnes heretici inter sarracenos habitant et committuntur eis officia et procurationes terrarum et in habitu fere concordant cum sarracenis nisi quod tantum per cingulum laneum cognoscuntur
279,271,1.0,greci etiam christianos se dicunt sed sunt omnes fere scismatici isti et syriani latinos omnes mortali odio persecuntur item armeni georgiani nestoriani caldei perse et medi etyopes egipcii nubiani sebeni qui non baptisantur aqua sed igne facientes de calido ferro signum crucis in facie per longum a fronte usque ad mentum omnes isti et alii plures habitum religiosum habent ualde et in ieiuniis et in oratione et deuocione et similibus ita se habent humiliter et deuote ita quod uidentibus esse possunt in exemplum sed sunt omnino peruersi et diuersis heresibus infecti nec de fide uel doctrina romane ecclesie aliquid audire dignantur sed abhominantur eam horribiliter et contempnunt loca sancta uisitant cum deuocione magna flent pectora tundunt procumbunt et orant et ieiunant et cetera similia multa faciunt que sunt de genere bonorum aduersum latinos et romanam ecclesiam quod gerunt odium non dimittunt ymmo ad sarracenos melius se habent quam ad latinos cuiuscumque etiam fuerit ordinis uel religionis,de aliis gentibus item armeni georgiani nestoriani caldei perse medi ethiopes egiptii nubiani sebeni qui non baptizantur aqua sed igni facientes cum calido ferro signum crucis in facie per longum a fronte usque ad mentum omnes isti et alii plures habitum habent ualde religiosum et in ieumimiis et oratione et deuotione et similibus ita se habent humiliter et deuote quod uidentibus possunt esse in exemplum sed sunt omnino peruersi et diuersis heresibus infecti nec de fide uel de doctrina romane ecclesie aliquid audire dignantur sed abhominantur eam horribiliter et contempnunt loca sancta uisitant cum deuocione magna flent pectora sua tundunt procunbunt orant et ieiunant et cetera similia multa faciunt de genere bonorum sed odium quod gerunt aduersum latinos et romanam ecclesiam non dimittunt immo ad sarracenos quod oculis meis uidi melius se habent quam ad latinos cuiuscumque etiam sint ordinis uel religionis
280,272,0.9999999999999999,de latinis ibidem habitantibus preter hec omnia mala que dicta sunt accedit et illud quod ipsi christiani qui habitant in terra sancta ita sunt communiter mali et peccatores ut sint uita tot enim fraudes tot traditiones tot homicidia dissensiones adulteria fornicaciones et hiis similia ymmo peyora credo quod non inueniantur in una terra ymmo in pluribus ut ita dixerim in toto mundo et hec est ratio secundum quod mihi uidetur inde aliquis fuerit malefactor ut homicida latro incestuosus et similibus terminibus irretitus transfretat uel pro penitentia uel quia timet pelli sue et ita in terra sua timet stare et sic de diuersis partibus ut de theutonia francia anglia lombardia illic uadunt sed celum non animum mutant qui trans mare currunt illuc enim accedentes postquam expendunt que attulerunt noua conquirere oportet et sic iterum ad uomitum redeunt committentes peiora prioribus recipiunt hospicio peregrinos illic uenientes de terra sua qui sibi cauere nescientes credunt ipsis tamquam suis conpatriotis res suas et honorem sed decipiuntur et fraundantur idem generant filios paternorum criminum imitatores et de malis parentibus fiunt peiores filii et de hiis nepotes pessimi et corrumpuntur et abhominabiles efficiuntur nimis calcantes loca sancta et terram pedibus pollutis et uita detestabili unde contigit ut propter peccata inhabitancium apud deum terra ipsa et locus sanctificacionis ueniat in contemptum dixit patriarcha et uerum fuit quod tempore suo inuenta sunt et descripta elocati corporis 16 milia meretricium in sola ciuitate achonensi preter alias et occultas et similes et in matrimonio constitutas quarum statum solus nouit deus hiis omnibus sic se habentibus miror quod non extinguit deus scintillam ipsam que relicta est uidens omnes corruptos <et> et abhominales factos eo quod non sit qui faciat bonum ymmo omnis sensus et cogitacio eorum prona omni tempore sit ad malum sed uere paciens et misericors dominus et miserationes eius super omnia opera eius sit nomen domini benedictum,de malitia christianorum preter hec omnia mala que dicta sunt accedit et illud quod ipsi christiani qui habitant in terra sancta ita sunt communiter mali et peccatores ut sint uita indigni tot enim fraudes tot tradiciones tot homicida tot dissensiones et adulteria fornicaciones et hiis similia immo peiora committunt credo quod non inueniantur in una terra immo in pluribus ut ita dixerim in toto mundo et hoc ratio ut mihi uidetur cum aliquis fuerit malefactor ut homicida fur latro incestuosus et similibus terminibus irretitus transfretat uel pro penitentia uel quia timet pelli sue et ita in terra sua timet stare et sic de diuersis partibus ut de teutonia francia anglia lombardia illuc uadunt sed celum non animum mutant qui transmare currunt illuc enim accedentes postquam expenderint allata oportet acquirere noua et sic iterum ad uomitum redeunt committentes peiora prioribus recipientes hospicio peregrinos uenientes de terra sua qui sibi cauere nescientes credunt ipsis tamquam conpatriotis res suas et sic decipiuntur et fraudantur idem itidem generant paternorum criminum imitatores ut de malis parentibus fiant peiores filii et de hiis nepotes pessimi et corrumpuntur et abhominabiles efficiuntur nimis calcantes loca sancta et terram pedibus suis pollutis et uita detestabili unde contingit ut propter peccata inhabitancium terra ipsa et locus sanctificationis apud deum ueniat in conceptum dixit enim mihi patriarcha et uerum fuit quod suo tempore inuenta sunt et descripta 16 000 meretricum in sola ciuitate acconensi preter alias et occultas et similes in matrimonio constitutas quarum statum solus nouit deus hiis omnibus sic se habentibus miror quod non extinguit deus scintillam ipsam que relicta est uidens omnes corruptos et abhominabiles factos eo quod non sit qui faciat bonum immo omnis sensus et cogitatio eorum prona sit omni tempore ad malum sed uere paciens et misericors deus et miserationes eius super omnia opera eius sit nomen domini benedictum
281,273,1.0,sunt insuper in terra illa madyanite et amalechite qui nunc bodwini dicuntur uacantes tantum alendis pecoribus et camelis quibus habundant supra modum isti non habent certam sedem sed ubicumque sciunt esse pascua se cum tabernaculis suis transferunt et tota familia et deducentes de loco ad locum ipsa tabernacula cum uxoribus et pueris in camelis que et in mediis campis ponunt isti sunt pugnatores fortissimi et strenuissimi et pro armis omnibus gladio et lancea utuntur in bello dicentes esse turpe aliquem hominem sagitta interficere quia hoc sit furari uitam hominis eius isti sunt dispersi per totam syriam declinantes et syriam ubicumque placet et habent de hoc a soldano priuilegium speciale ut plurimum tamen habitant circa fluenta iordanis a lybano usque ad desertum pharan quia in locis illis sunt montes pro capris et ouibus campi pro bubus et camelis et aquarum copia pro hominibus et pecoribus ad bibendum oues sunt ualde multe in terra sancta et arietes habent caudas mirabiles et credo quod uerum est quod communiter ibi dicitur et alibi uix credi potest quia non est uisum quod 1 cauda 6 uel 7 siue etiam 8 uiris sufficeret ad comedendum habet enim aliqua in longitudine 3 uel 5 palmas uel plus in latitudine interdum palmam et dimidiam et sepe duas grossa insuper et pinguis multum que sunt oneri arieti ad portandum,sunt insuper in terra illa madianite et amalechite qui nunc bodwini dicuntur uacantes tantummodo alendis pecoribus et camelis quibus habundant supramodum isti non habent certam sedem sed ubicumque sciunt esse pascua se cum tabernaculis suis transferunt et tota familia et deducentes de loco ad locum ipsa tabernacula cum uxoribus et pueris in camelis que et in mediis campis ponunt isti sunt pugnatores fortissimi et strennuissimi et pre omnibus armis gladio et lancea utuntur in bello dicentes esse turpe aliquem sagitta hominem interficere quia hoc sit furari uitam eius isti sunt dispersi per totam syriam declinantes per arabiam et syriam ubicumque placet et habent de hoc a soldano priuilegium speciale ut plurimum tamen habitant circa fluenta iordanis a lybano usque desertum pharan quia in locis istis sunt montes pro capris et ouibus campi pro bubus et camelis et aquarum copia pro hominibus et pecoribus ad bibendum oues sunt ualde magne in sancta terra et arietes habent caudas mirabiles et credo quod uerum est quod ibi communiter dicitur et alibi uix credi potest quia non est uisum quod una cauda 6 uel 7 uel 8 uiris sufficeret ad comedendum habet enim aliqua cauda in longitudine 3 uel 5 palmas uel plus in latitudine interdum 15 palmam et sepe duas grossa insuper et pinguis multum que sit oneri arieti ad portandum
282,274,1.0,nestoriani habitant circa byrichum et byblum in montibus lybani contra ythuream maronite habitant circa fontem ortorum in libano contra tripolim in multitudine copiosa qui habere dicuntur ad 40 milia pugnatorum circa arachas castrum et synnoym habitant quidam sarraceni qui dicuntur uanyni usque ad castrum krach gens crudelis nimis et christianis omnino infesta illis circa tripolim coniunguntur quidam qui dicuntur assisini usque anteradum prope castrum mergath habitantes in montanis castra plura habentes et ciuitates et terram fertilem ualde isti dicuntur similiter habere ad 40 milia pugnatorum capitaneum non ex hereditaria successione sed prerogatiua meritorum qui senex de montanis dicitur non pro etatis sed ingenii maturitate isti de perside dicuntur originem duxisse ego transiui pro maiori parte terra eorum obedientes sunt usque ad mortem ex mandato superioris quemlibet interficiunt et ex hoc paradysum se mereri dicunt etiam antequam obedientiam inpleant occidantur inde annos paucos ad obedientiam romane ecclesie uenire uolebant et nunccium ad promouendum hoc negocium in achon miserant qui negoci<um>o ad uotum peracto cum rediret a quibusdam de templo qui ipsum conducere debebant ante terre sue introitum est occisus in iacturam tocius ecclesie quia alii uidentes non esse fidem in christianis statim ab incepto retraxerunt pedem terram istorum a terra christianorum quidam lapides passim in campo positi discernunt quibus in parte christianorum insculptum est signum crucis in parte assisinorum cultellus istos nullus soldanorum adhuc potuit subiugare sed ipsi sibi et leges et iura condunt et ut libet hiis utuntur formidabiles autem sunt omnibus per circuitum nationibus propter nimiam ferocitatem,nestoriani habitant terra berichum et biblium in montibus lybani contra ythuream maronice habitant circa fontem ortorum in lybano contra tripolim in multitudine copiosa qui habere dicuntur 40 000 pugnatorum circa arachas castrum et symioym habitant quidam sarraceni qui dicuntur uanini usque ad castrum karach gens crudelis nimis et christianis omnino infesta illis circa tripolim coniunguntur quidam qui dicuntur assysini usque anterodum prope castrum mergath habitantes in montanis castra plura habentes et ciuitates et terram fertilem ualde isti dicuntur similiter habere ad 40 000 pugnatorum capitaneum eligunt non ex hereditaria successione sed prerogatiua meritorum qui senex de montanis dicitur non pro etatis sed ingenii maturitate isti de persyde dicuntur originem duxisse obedientes sunt usque ad mortem ex mandato superioris quemlibet interficiunt et ex hoc se paradysum mereri dicunt eciam si antequam obedientiam inpleant occidantur ante annos paucos ad obedientiam romane ecclesie uenire uolebant et nuncium ad promouendum hoc negocium in achon miserant qui negotio ad uotum peracto cum rediret a quibusdam de templo qui ipsum conducere debebant ante terre sue introitum est occisus in iacturam totius ecclesie quia alii uidentes non esse fidem in christianis statim ab incepto retraxerunt pedem terram istorum a terra christianorum quidam lapides passim in campo positi discernunt quibus a parte christianorum insculptum est signum crucis in parte assysinorum cultellus istos nullus soldanorum adhuc potuit subiugare sed ipsi sibi leges et iura condunt et ut libet hiis utuntur formidabiles autem sunt omnibus per circuitum nationibus propter nimiam feritatem
283,275,1.0,sciendum autem quod in rei ueritate licet quidam aliter senciant qui parum uel nichil sciunt quid loquantur quod oriens totus ultra mare usque in indiam et ethyopiam omnino nomen christi confitetur et predicat preter solos sarracenos et quosdam de turcis siue turcomanis qui in capadocia sedem habent ita quod pro certo assero sicud per memetipsum uidi et ab aliis quibus note erant omnes regiones audiui quod semper pro uno sarraceno 30 christianos poteris estimare et in omni loco et regione preterquam in egipto et arabia ubi plurimum habitant sarraceni et madianite qui secuntur legem machmeti in egipto tamen dixerunt mihi et archiepiscopi et episcopi christiani presentibus sarracenis cum essem in egipto quod in sola terra egipti sunt amplius quam 300 miliaria christianorum preter mulieres et paruulos et ecclesie multe quarum plures oculis meis uidi omnes autem gentes et nationes transmarine christiane sunt ut syri armeni capadoces greci caldei medi perse indi parthy iabeni asyani georgiani ethiopes et similes quibuscumque nominibus censeantur quia tamen omnes isti non sunt homines armorum statim cum impugnantur a sarracenis uel tartaris uel aliis quibuscumque subiciuntur eis et tributis pacem emunt et quietem uel sarraceni qui eis dominantur et alii baiulos suos et presides in terris eorum ponunt et inde contingit quod regnum tale uel tale dicitur esse sarracenorum cum tamen in rei ueritate sint omnes christiani preter ipsos baiulos uel presides et aliquos de familia ipsorum sicud oculis meis uidi in sylicia et armenia minore et licia et capadocia que sunt sub dominio tartarorum,de multitudine christianorum sciendum autem quod in rei ueritate licet quidam aliter senciant qui parum uel nichil sciunt quid loquantur quod oriens totus ultra mare usque indiam et ethiopiam omnino nomen christi confitetur et predicat preter solos sarracenos et quosdam de turcis et turcomannis qui in capadocia sedem habent ita quod pro certo assero sicut per memeth ipsum uidi et ab aliis quibus note erant omnes regiones audiui quod semper pro uno saraceno 30 christianos poteris estimare in omni loco et regione preterquam in egipto et arabia ubi plurimum habitant sarraceni et madianite qui secuntur legem machumeti in egipto tamen dixerunt archiepiscopi et episcopi cum essem in egipto quod in sola terra egipti sunt amplius quod 300 000 christianorum preter mulieres et paruulos et ecclesie multe quarum plures oculis meis uidi omnes autem gentes et nationes transmarine christiane sunt ut syri armeni capadoces greci caldei medi perse pardi indi nubiani iabeni asyani georgiani ethiopes et similes quibuscumque nominibus censeantur quia omnes isti tamen non sint homines armorum statim cum inpungnantur a sarracenis uel tartaris uel aliis quibuscumque subiciuntur eis et tributis pacem emunt et quietem et sarraceni qui eis dominantur et alii baiulos suos et presides in terris eorum ponunt et inde contigit quod regnum tale uel tale dicitur esse sarracenorum cum tamen in rei ueritate omnes sint christiani preter ipsos baiulos uel presides uel aliquos de familia ipsorum sicut oculis meis uidi in sicilia et armenia minori et licia et capodocia que sunt sub dominio tartarorum
284,276,1.0,fui enim apud regem armenie et sylicie et terris illis per menses plures et erant apud ipsum regem tartari multi numero qui dicebantur fere 1500 qui tamen in rei ueritate erant omnes christiani et de christianorum terris ad militandum assumpti pauci uero erant ueri tartari utpote duces et presides eorum et capitanei aliqui cum sua familia non multum magna uidi enim ipsos christianos confluere ad ecclesiam audire missas flectere genua et deuote ualde orare preterea ubicumque ipsis occurri cum socio meo uel in uico uel in domo regis multum nos honorabant capellos suos detrahentes et deuote nobis inclinantes et nobis transentibus assurgentes uidi preterea quia pluries cum eis comedi in uigilia iohannis baptiste apostolorum petri et pauli et similibus diebus ieiuniantes feriis quartis et sabatis a lacticiniis abstinentes,fui enim aput regem armenie et sicilie et terris illis per menses plures et erant aput ipsum regem tartari multi numero fere 1500 qui tamen in rei ueritate erant omnes christiani et de christianorum terris ad militandum assumpti pauci uero erant ueri tartari utpote duces eorum et presides et capitanei aliqui cum sua familia non multum magna uidi enim ipsos christianos confluere ad ecclesiam audire missas flectere genua et deuote ualde orare preterea ubicumque ipsis occurri cum socio meo in uico uel in domo regis mltum nos honorabant capillos suos detrahentes et deuote nobis inclinantes et nobis transeuntibus assurgentes uidi preterea quia pluries cum eis comedi in uigilia sancti iohannis baptiste apostolorum petri et pauli et similibus diebus ieiunantes feriis quartis et sabbato a lacticiniis abstinentes
285,277,1.0000000000000002,multos pretea terret quod dicitur quod in partibus transmarinis sint nestoriani iacobite maronite georgiani et similes qui a quibusdam hereticis sic sunt dicti quos dampnauit ecclesia iam est diu et propterea similiter isti creduntur esse heretici et sequi errores illorum hereticorum a quibus sic sunt dicti hoc omnino non est uerum auertat deus ymmo sunt homines simplices supramodum et simpliciter uiuentes et deuote se habentes attamen non nego quin inter eos aliqui sint stulti quia nec romana ecclesia omnino caret stultis,multos preterea terret quod dicitur quod in partibus transmarinis sint nestoriani iacobite maronite georginani et similes qui a quibusdam hereticis sic sunt dicti quos iam diu dampnauit ecclesia et propterea similiter isti creduntur esse heretici et sequi errores illorum hereticorum a quibus sic sunt dicti hoc omnino non est uerum auertat deus immo sunt simplices homines supramodum et simpliciter uiuentes et deuote se habentes attamen non nego quin inter eos aliqui sint stulti quia nec romana ecclesia omnino caret stultis
286,278,1.0,sunt etiam in multa abstinencia in quadragesima nec pisces nem oleum comedunt nec uinum bibunt in officio diuino sunt ualde deuoti et audiunt auidissime uerbum deiuidi in dominica in ramis palmarum tempore uespertino multitudinem magnam cum multis uexillis exeuntem de ciuitatibus precedentibus episcopis ad audiendum uerbum dei in locis illis ubi nostri uix crederent esse aliquos christianos,de abstinentia eorum sunt etiam multe abstinencie in quadragesima nec pisces nec oleum comedunt nec uinum bibunt in officio diuino sunt deuoti ualde et audiunt auidissime uerbum dei uidi in dominica palmarum tempore uespertino multitudinem magnam cum uexillis exeuntem de ciuitate precedentibus episcopis ad audiendum uerbum dei in locis illis ubi nostri uix crederent esse aliquos christianos
287,279,1.0,omnes autem nationes supradicte et plures alie quas scribere longum esset quarum etiam nomina nescio sicud ab aliis audiui quibus nota erat omnis oriens archiepiscopos episcopos abates et alios prelatos habent sicud et nos et eisdem nominibus appellantur preter nestorianos quorum summus prelatus dicitur iezelich et est apud eos loco pape et intellexi quod pro certo eius iurisdicio in oriente multo lacius extenditur quam se extendat tota ecclesia occidentalis alii tamen prelati gentis eiusdem qui iacelicho subditi sunt archiepiscopi et episcopi sicut et nostri communiter appellantur de iurisdictione eius est tota india ethiopia parthia media persida cum omnibus regnis orientis,omnes autem naciones supradicte et plures alie quas scribere longum esset quarum etiam nomina nescio sicut ab aliis audiui quibus notus erat omnis oriens archiepiscopos episcopos abbates et alios prelatos habent sicut et nos et eisdem nominibus appellantur preter nestorianos quorum summus prelatus dicitur iezelich et est apud eos loco pape et intellexi quod pro certo eius iurisdicio in oriente multo latius extenditur quam se extendat tota ecclesia occidentalis alii tamen prelati gentis eiusdem que iezelicho subditi sunt archiepiscopi et episcopi sicut nostri communiter appellantur de iurisdicione eius est tota india ethiopia partia media persida cum omnibus regnis orientis
288,280,1.0,armenorum etiam summus prelatus et georgianorum caldeorum assiriorum mesopothamie syrie et capadocie catholicus appellatur et fui apud eum 15 septimanis et habebat secum archiepiscopos episcopos plurimos et abbates et erat in uictu et uestitu et in omni conuersatione sua tanti exempli quod similem non uidi in persona ecclesiastica uel seculari et certissime meo iudicio omnes uestes eius non ualebant 6 solidos sterlingorum cum tamen haberet castra fortissima et reditus infinitos utebatur pellicio arietino rubeo grosso et penitus sordido et in mundo cum maniplis amplis et sordidis et sub eo tunica coloris grisei ueteri ualde et quasi consumpta desuper uero habebat scapulare nigrum et desuper pallium similiter nigrum subtile sed uile ualde et asperum quasi cilicium,armeniorum etiam summus prelatus et georgianorum caldeorum assyriorum mesopotamie sirie et capadocie catolicos appellatur et fui apud eum 15 septimanis et habebat secum archiepiscopos et episcopos plurimos et abbates et erat in uictu et uestitu et in omni conuersatione sua tanti exempli quod simile non uidi in persona ecclesiastica uel seculari et certissime me meo iudicio omnes uestes eius non ualebant 6 solis sterlingorum cum tamen haberet castra fortissima et reditus infinitos utebatur pelliceo arietino rubeo grosso et penitus sordido et inmundo cum manicis amplis et sordidis et sub eo tunica grisei coloris ueteri ualde et quasi consumpta desuper uero habebat scapulare nigrum et desuper pallium similiter nigrum subtile sed uile ualde et asperum quasi cilicium
289,281,1.0,regem armenie et cylicie uidi cum filio suo primogenito et optimatibus suis sedentem ualde humiliter ad pedes eius et audientem ab eo uerbum dei iste cum omnibus prelatis suis archiepiscopis et episcopis et ceteris religiosis per totam quadragesimam in pane et aqua abstinebat et rex idem cum omnibus optimatibus suis et uniuerso popullo tam uirorum quam mulierum per totam quadragesimam nec pisces nec oleum commedunt nec uinum bibunt in festo annunciacionis marie me presente idem catholicus dispensauit cum rege ut pisces et oleum commederet et uinum biberet quod et fecit illo die interfui misse coram eodem catholico qui missam celebrauit et rege existente et presente cum regina habent autem officium deuotum ualde induuntur <autem> enim sacerdotes eorum et episcopi sicud et nostri de azimo conficiunt et eisdem uerbis rex fecit mihi quinque hostias presentare ut uiderem si placerent et posset cum eis aliquis in hiis partibus celebrare epistulas legunt et ewangelia que et nos prefaciones easdem sanctus et pater noster cantant sicud et nos sed in suo ydiomate et scriptura habent enim scripturam et litteram specialem,regem armenie et cilicie uidi cum filio suo primogegenito et optimatibus suis sedentem ualde humiliter ad pedes eius et audientem ab eo uerbum dei iste cum omnibus prelatis suis archiepiscopis et episcopis et ceteris religiosis uiris per totam quadragesimam in pane et aqua abstinebat et rex idem cum omnibus optimatibus suis et uniuerso populo tam uirorum quam mulierum per totam quadragesimam nec pisces nec oleum comedunt nec uinum bibunt tamen in festo annunciacionis me presente idem katholicos dispensauit cum rege ut pisces et oleum comederet et uinum biberet quodam et fecit illo die interfui misse coram eodem katholico qui missam celebrauit presente rege et regina habent autem officium deuotum ualde induuntur enim sacerdotes eorum et episcopi sicut et nostri de azimo conficiunt et eisdem uerbis rex fecit mihi quinque hostias presentari ut uiderem si placerent et posset cum eis aliquis in hiis partibus celebrare epistolas easdem legunt et euangelia que et nos prefaciones easdem sanctus et pater noster cantant sicut et nos sed in suo ydiomate et scriptura habent enim scripturam et litteram specialem
