,zwickau_s_#,similarity_score,london,zwickau
1137,970,1.0,habent enim scripturam et litteram specialem,habent enim scripturam et litteram specialem
1138,971,0.8533940056992607,catholicos ipse et omnes sui prelati sunt monachi nec potest in toto oriente in quacumque parte aliquis esse prelatus nisi sit monachus et sunt omnes religiosi ualde et habentur in maxima reuerencia et honore,catholicus ipse et omnes sui prelati monachi nec potest in toto oriente in quacumque parte aliquis esse prelatus qui non sit monachus et sunt omnes religiosi ualde et in maxima reuerentia et honore
1139,972,0.8668153289086551,clerici uero seculares et sacerdotes alii nullius sunt auctoritatis nec aput laicos aliquid reputantur,clerici uero seculares et sacerdotes alii nullius sunt auctoritatis nec apud laicois aliquid reputantur
1140,973,0.8988631117682127,nullum habent officium nisi quod diuina celebrant,nullum uero habent officium nisi quod diuina celebrant
1141,974,0.7623019738916412,ad horas omnes faciunt signum cum tabula uel ligno alio sicut aput nos fit in cena domini et diebus sequentibus quia campanas nos habent,ad omnes horas faciunt signum cum tabula uel ligno aliquo sicud apud nos fit in cena domini et diebus sequentibus quia campanas non habent
1142,975,0.7993432701012817,facto autem nocte signo ad matutinos sacerdos uadit per uicos clamando ut omnes ueniant ad matutinos,facto autem signo nocte ad matutinas sacerdos uadit per uicos clamando ut omnes ueniant ad matutinas
1143,976,0.8022825563721407,post matutinos non dormiunt sed in ecclesia sedentes docent populum usque ad auroram et tunc dicunt primam et missam uel circa terciam horam si est festum,post matutinas non dormiunt sed in ecclesia sedentes docent populum usque ad auroram et canticum dicunt primam et missam uel <i> circa terciam si est festum
1144,977,0.7944285521492654,nullius tamen auctoritatis sunt ipsi sacerdotes nisi quantum permittunt uerthapete sic enim monachi appellantur,nullius autem alias auctoritatis sunt ipsi sacerdotes nisi quantum eis permittunt uerchapete sic enim monachi appellantur
1145,978,1.0000000000000004,sacerdotes omnes sunt uxorati nec permittitur aliquis exequi officium sacerdotis qui non habeat uxorem,sacerdotes omnes sunt uxorati nec permittitur aliquis exequi officium sacerdotis qui non habeat uxorem
1146,979,0.8905742402302331,a die lune et deinceps usque ad diem ueneris exclusiue nunquam dicunt missas nisi sit festum magnum sed uacant amplexibus hiis diebus,a die lune et deinceps usque ad diem ueneris exclusiue numquam dicunt missas nisi sit magnum festum sed uacant amplexibus hiis diebus 3
1147,980,0.9085175449235905,tribus uero aliis diebus multum sollempniter dicunt missas,uero aliis diebus multum multum sollempniter dicunt missas
1148,981,0.8883947827372,mortua uero uxore sacerdos continebit nec aliam ducet,mortua uxore sacerdos continebit nec aliam ducet
1149,982,1.0000000000000002,si fornicatus fuerit officium et ecclesiam perdet nec cum ipso potest dispensari,si fornicatus fuerit officium et ecclesiam perdet nec cum ipso potest dispensari
1150,983,0.9566708854702652,si uxor adulterata fuerit sacerdos aut continebit aut officium et ecclesiam perdet ut supra,si uxor adulterata fuerit sacerdos aut continebit aut officium aut et ecclesiam perdet ut supra
1151,984,0.8581751102366477,uxor uero que adulterata est nasum perdet et qui cum ea commisit adulterium castrabitur quamuis etiam fuerit uxoratus,uxor que adultera est nasum perdet et qui cum ea commiserit adulterium castrabitur quamuis etiam fuerit uxoratus
1152,985,0.9999999999999999,istud factum fuit me ibi existente,istud factum fuit me ibi existente
1153,986,0.667855900466429,mortuo sacerdote uxor continebit,mortuo sacerdote uxor continebit si contraxerit igni comburitur
1154,987,0.448698897053865,si contraxerit igni comburetur si meretrix effecta fuerit nihil mali patietur,si meretrix facta fuerit nichil mali pacietur
1155,988,0.5704106526647812,istud sepe contigit et ideo nouum est statutum apud eos omnes sacerdotes secundum apostolum uirginem ducent uxorem,istud sepe contigit et ideo est nouum statutum apud eos
1156,990,0.8623042192307255,sacerdotes armeniorum et georgianorum discernuntur a reliquo uulgo per lineum pannum album quem circumdant capiti et scapulis,sacerdos armeniorum et georgianorum discernitur a reliquo uulgo per lineum pannum album quem circumdat capiti et scapulis
1157,991,0.9075917100261344,grecorum uero sacerdotes et nestorianorum per almuciam albam laneam quam capiti subponunt,grecorum uero sacerdotes et nestorianorum per almuciam albam laneam quam capiti superponunt
1158,992,0.895499454029269,frures qui minora furta committunt ut non sint digni suspendio uel malefactores alii committentes minora crimina castrantur ne filios generent qui patrum crimina imitantur et hoc uidetur mihi una causa quare tot meretrices sunt in partibus illis,fures qui minora furta committunt ut non sint digni suspendio uel malefactores alii commitentes crimina minora castrantur ne filios generent qui patrum crimina imitentur et hec uidetur mihi una causa quare tot meretrices sunt in partibus illis
1159,957,0.08745197979225312,uxores uero talium non ualentes uel potius non uolentes continere meretrices efficiuntur,et certissime meo iudicio omnes uestes eius non ualebant 6 solidos sterlingorum cum tamen haberet castra fortissima et reditus infinitos
1160,993,0.7320197373594887,multi etiam sunt eunuchi in partibus illis et omnes sunt famuli nobilium mulierum et credo quod regina armenie plusquam 64 eunuchos habuit quando eram apud eam,et omnes sunt famuli mulierum nobilium et credo quod regina armenie plus quam 60 eunuchos habuit quando eram apud eam
1161,994,0.8480224318153158,nec ullus ad eam ingreditur alius nisi de regi[s] licencia speciali qui et eunuchum ex nomine designet qui et ingredientem et egredientem deducat,nec ullus ad eam ingreditur alius nisi de regis licentia speciali qui et eunuchum ex nomine designat qui et ingredientem et egredientem deducit
1162,995,0.3628686018495749,reges et principes audiunt libentissime uerbum dei,reges et principes audiunt libentissime uerbum dei unde cottidie ad horam terciam uerchapete id est monachi curiam regis uel principis adeunt ad quos statim accedunt principes ipsi uel domini cum filiis suis et potentibus de curia sua et apponitur liber aliquis sacre scripture et legitur coram eis in uulgari quia linguis et litteris propriis utuntur et exponitur eis textus a monachis illis et ubicumque questionem faciunt seculares a monachis illis instruuntur
1163,995,0.9130958320940401,unde cottidie ad horam terciam uerthapete i[d est] monachi curiam regis uel principis adeunt ad quos statim accedunt principes ipsi uel domini cum filiis suis et potentibus de curia sua et apponitur liber aliquis sacre scripture et legitur coram eis in uulgari quia linguis et litteris propriis utuntur et exponitur eis textus a monachis illis et ubicumque questionem faciunt seculares a monachis illis instruuntur,reges et principes audiunt libentissime uerbum dei unde cottidie ad horam terciam uerchapete id est monachi curiam regis uel principis adeunt ad quos statim accedunt principes ipsi uel domini cum filiis suis et potentibus de curia sua et apponitur liber aliquis sacre scripture et legitur coram eis in uulgari quia linguis et litteris propriis utuntur et exponitur eis textus a monachis illis et ubicumque questionem faciunt seculares a monachis illis instruuntur
1164,996,0.9127466689255425,ab hora tercia usque ad meridiem postquam rex et alii audierunt missam et uerbum dei leguntur littere audiuntur nuncii agitantur cause et hoc omni die,ab hora tercia usque ad meridiem postquam rex et alii audierunt missam et uerbum dei leguntur audiuntur nunccii agitantur cause et hoc omni die
1165,997,1.0000000000000004,pluries hiis omnibus interfui coram rege,pluries hiis omnibus interfui coram rege
1166,998,0.9442374140115144,post prandium et dormicionem conueniunt iterum principes et maiores et stante rege ante palacium in cancellis conueniunt balistarii arcarii luctatores saltatores iactatores lapidum et exercent coram rege et principibus quilibet artem suam,post prandium et dormicionem conueniunt iterum principes et maiores et stante rege ante palacium in cancellis conueniunt balistarii arcarii luctatores saltatores iactores lapidis et exercet coram rege et principibus quilibet artem suam
1167,999,0.9437962620143341,postea si placet itur pro solacio ad campos cum auibus canibus uenaticis et retibus et durant ista solacia usque ad tempus cene,postea si placet itur pro solacio ad campos cum auibus canibus uenaticis et retibus et durant ista solatia usque ad tempus cene
1168,1000,0.9999999999999999,ista sunt consueta cottidie in terris illis,ista sunt consueta cottidie in terris illis
1169,1001,0.9185994545180439,astante rege habui collacionem cum domino katholico de sacramentis ecclesie secundum quod ministrantur et tenentur in ecclesia romana et secundum quod de ipsis sentit ecclesia orientalis et non inueni in eis aliquam dissencionem que mihi uideretur periculosa quantum ad salutem,instante rege habui collacionem cum domino catholico de sacramentis ecclesie secundum quod ministrantur et tenentur in ecclesia romana et secundum hoc de ipsis sentit ecclesia orientalis et non inueni in eis aliquam dissensionem que mihi uideretur periculosa quantum ad salutem
1170,1002,0.7883718009796078,quesiui in ipsa collatione rege annuente ab ipso domino katholico quos doctores maxime sequerentur in scripture sacre expositione et dixit mihi precipui sunt iohannes crisostomus iohannes damascenus gregorius nazenzenus cirillus alexandrinus quem kyrillum uocant quia c litteram non habent et effrem abbatem,quesiui in ipsa collatione rege annuente ab ipso domino catholico quos doctores maxime sequerentur in scripture sacre exposicione et dixit mihi quod precipui sunt iohannes chris[ostomus] iohannes damascenus gregorius nazanzenus cyrillus allexandri[n]us quem tamen kyrillum uocant quia c literam non habent et effrem abbatem
1171,1003,0.6965239186162414,multum regi placuit collatio illa et fuit plurimum consolatus,multum placuit regi collacio illa et fuit plurimum consolatus
1172,1004,0.8422523311104032,de disciplina clerici omnes et layci sunt multum deuoti in ecclesia et nichil ibi faciunt nisi quod aut orant aut cantant,clerici omnes et laici sunt multum deuoti in ecclesia et nichil ibi faciunt nisi quod aut orant aut cantant
1173,1005,0.8747430055898314,numquam uidi ibi hominem in ecclesia sedere ridere loqui uel dissolui siue sit grecus siue alterius cuiuscumque nacionis,numquam uidebis ibi in ecclesia hominem sedere ridere loqui uel dissolui siue sit grecus siue alterius cuiuscumque nacionis
1174,1006,1.0000000000000002,officium misse deuotum est apud eos,officium misse deuotum est apud eos
1175,1007,0.7515145386662044,calix ante inceptionem misse in muro in loco ad hoc deputato ad sinistram altaris apte ponitur quem ad offertorium dyaconus cum panno de serico ualde pulcro et precioso reuerenter leuat altius capite suo precedente eum subdyaconus cum thuribulo et duobus acolitis cum cereis accensis et incedentibus retrossum,calix ante incepcionem misse in muro in loco ad hoc ad sinistram altaris aptate ponitur quem ad offertorium dyaconus cum panno de serico ualde pulcro et precioso reuerenter leuat altius capite suo precedente eum subdyacono cum thuribulo et duobus accolitis cum cereis accensis et incedentibus retrorsum gyrat retro altare sed ad dextrum cornu altaris et circa eum suscipit episcopus reuerenter et offert eum sicud nostri faciunt sacerdotes
1176,1007,0.47773235090001664,girat autem altare usque ad dextrum cornu altaris et tunc eum suscipit episcopus reuerenter et offert eum sicut nostri faciunt sacerdotes,calix ante incepcionem misse in muro in loco ad hoc ad sinistram altaris aptate ponitur quem ad offertorium dyaconus cum panno de serico ualde pulcro et precioso reuerenter leuat altius capite suo precedente eum subdyacono cum thuribulo et duobus accolitis cum cereis accensis et incedentibus retrorsum gyrat retro altare sed ad dextrum cornu altaris et circa eum suscipit episcopus reuerenter et offert eum sicud nostri faciunt sacerdotes
1177,1009,0.6989703827149149,infra canonem uero retro sacerdotem stant duo acoliti cum cereis accensis et duo cum thuribulis genua flectentes ad dexteram uero et sinistram altaris duo stant dyaconi sacris induti uestibus complosis manibus uersis ad inuicem uultibus contra altare sicut duo cherubin respicientes in propiciatorium et cantantes melodiam quamdam ualde deuotam et dulcem sibi altrinsecus respondentes quamdiu durat canon,duo stant dyaconi sacris induti conplosis manibus uersus ad inuicem uultibus contra altare sicud duo cherubim respicientes in propiciatorium et cantantes melodyam quamdam ualde deuotam et dulcem sibi altrinsecus respondentes quamdiu durat canon
1178,1010,0.822213054400536,istud et uidere et audire ualde est delectabile et deuotum,istud sine dubio et uidere et audire ualde est delectabile et deuotum
1179,1011,0.7749548267818025,multa alia uidi et perambulaui terra illa que per omnia scribere longum esset,multa alia uidi et perambulaui in terra illa que per omnia longum scribere esset
1180,1012,0.7897818251661406,steti autem hac ultima uice apud regem a festo iohannis ante portam latinam usque in crastinum margarete et sic redii in aycium ciuitatem maritimam et ascensa naui processi iuxta mamistram in mallotam ciuitatem openatissimam de qua legitur in iudith et inde per adenam et tharsum cilicie ueni kurcum ubi habundat crocus bonus,steti autem hac ultima uice apud regem a festo iohannis ante latinam portam usque in crastinum margarete uirginis et sic redii in ayacium maritimam ciuitatem et ascensa naui processi iuxta mamistram in malloram opinatissimam de qua legitur in iudith et inde per adenam et charsum cylicie ueni curkum ubi habundat crocus bonus
1181,1013,0.7955263001617745,de curco ueni seleuciam maritimam que est in capadocia transitaque capodocea nauigaui cyprum et applicui salomine,de croco ueni seleucam maritimam que est in capadocia transitaque capadocia nauigaui cyprum et applicui salomine
1182,1014,0.6555219233510315,peractis negociis apud regem cypri nauigaui in syriam,peractis negociis apud regem cypri nauigaui in syriam ueni tyrum et inde ptholomadem transactis 7 ebdomadibus postquam de armenia nauigaui
1183,1014,0.6793923337018125,ueni thyrum et inde ptholomaidem transactis 7 ebdomadibus postquam de armenia nauigaui,peractis negociis apud regem cypri nauigaui in syriam ueni tyrum et inde ptholomadem transactis 7 ebdomadibus postquam de armenia nauigaui
1184,1015,0.6912083569577983,in kalendis septembris ascensa galea ut nauigarem in egiptum de ptholomaide ueni ad montem carmeli in caypham inde dothan que nunc castrum peregrinorum dicitur inde cesaream palestine,in kalendis septembris ascensa galcha ut nauigarem in egiptum de pholomaide ueni ad montem carmeli in caypham
1185,1017,0.5499766912598325,per antypatridem et ioppem et iamniam per azotum et ascolonem per gazam et dorre que est principium solitudinis et inde ad gulfum larisse ubi est primus portus iudee,et inde ad gulfum larisse ubi est primus portus iudee
1186,1018,0.9737006175354247,de gulfo isto in rasecasse que est prima ciuitas egypti in solitudine pharan et inde pharamiam ciuitatem pulcram et munitam sed non habitat in ea homo quia serpentes eiectis habitatoribus eam penitus possederunt,de gulfo isto in rasecasse que est prima ciuitas egipti in solitudine pharan et inde pharamiam ciuitatem pulcram et munitam sed non habitat in ea homo quia serpentes eiectis habitatoribus eam penitus possederunt
1187,1019,0.8786515866919047,anno domini 1284 in die natiuitatis beate uirginis intrans egiptum ueni in pharamiam ubi sunt hostia nili fluminis,anno domini 1084 in die natiuitatis beate marie uirginis intrans egiptum ueni in pharamiam ubi sunt hostia nili fluminis
1188,1020,0.9239693390758743,hec ciuitas murata quidem et bene edificata sed non est in ea aliquis habitator quia serpentes eam penitus possederunt,hec predicta ciuitas murata quidem et bene edificata sed non est in ea aliquis habitator quia serpentes eam penitus possederunt
1189,1022,0.6546864532066997,de pharamia in taphnim sunt 20 leuce hec est taphnis de qua dicitur in psalmo fecit mirabilia in terra egipti in cam[po] tha[neos] et in qua filii israel fuerunt commorati et est terra yessen,hec est taphnis de qua dicitur in psalmo fecit mirabilia in terra egypti in campo thaneos et in qua filii israel fuerunt commorati et in terra iessen
1190,1023,0.5467462671023504,de taphnis usque memfis que nunc damiata dicitur sunt 15 leuce que distat a mari per leu,de thafnis usque memphis que nunc damiata dicitur sunt 15 leuce que distat de mari per 2 leucas pharamia uero inmediate supra mare
1191,1023,0.47747077843291114,2 pharamia uero inmediate supra mare,de thafnis usque memphis que nunc damiata dicitur sunt 15 leuce que distat de mari per 2 leucas pharamia uero inmediate supra mare
1192,1024,0.9039741299325311,taphnis fuit antiquitus ualde munita et firmo loco sita sed hodie penitus est destructa et pauci bodiwini propter ubertatem terre et pascua ibi habitant in ruinis eius et habundant piscibus et auibus supra modum,taphnis fuit antiquitus ciuitas ualde munita et firmo loco sita sed hodie penitus est destructa et pauci bodowini propter ubertatem terre et pascua ibi habitant in ruinis eius et habundat piscibus et auibus supra modum
1193,1025,0.9223198805110012,damiata insuper antiqua penitus est destructa sed fecerunt sarraceni iuxta eam aliud casale longum quidem sed inmunitum ad naues collocandas et merces et habundat frumento fructibus piscibus et aliis que ad cibum pertinent sicut taphnis,damiata insuper antiqua penitus est destructa sed fecerunt sarraceni iuxta eam aliud casale longum quidem sed immunitum ad naues collocandas et merces et habundat frumento fructibus et piscibus et aliis que ad cibum pertinent sicud taphnis
1194,1026,0.9274668244908609,et separatur in occidentali eius in parte inter eam et ueterem damiatam riuus unus de uero alueo nili et procedit contra aquilonem in taphnis et inde per fretum quoddam quod bayera dicitur usque pharamiam et ingreditur ibi mare,et separatur in occidentali eius parte inter eam et ueterem damiatam riuus unus de uero alueo nyli procedit contra aquilonem in taphnis et inde per fretum quoddam quod bayera dicitur usque pharamiam et ingreditur ibi mare
1195,1027,0.8542867244544476,et iste est primus portus egipti uersus terram sanctam,et ille est primus portus egipti uersus terram sanctam
1196,1028,0.7343159100829787,ipse uero maior riuus nili ad 2 leucas de damiata intrat mare et iste est secundu,ipse uero maior riuus nyli ad 5 leucas de damiata intrat mare et ille est secundus
1197,1029,0.7636406058570582,tertius est portus in allexandria ubi ingreditur mare maior pars nili qui locus distat a pharamia ubi primus riuus ingreditur per 200 miliaria et 30 et hec longitudo egipti iuxta mare,tercius uero portus est in alexandria ubi ingreditur maior pars nyli qui locus distat de pharamia ubi primus riuus ingreditur per 200 miliaria et 30 et hec est longitudo egypti iuxta mare
1198,1030,0.8030755763215595,de alexandria usque in babiloniam sunt similiter 200 miliaria et 30 per fluuium nilum ascendendo,de alexandria usque in babiloniam sunt similiter 200 et 30 miliaria per fluuium nylum ascendendo
1199,1031,0.8576257646534211,de pharamia uero per thaphnim et damiatam usque babiloniam sunt 200 miliaria tantum per fluuium ascendendo,de pharamia uero per taphnim et damiatam usque babiloniam 200 miliaria tantum per fluuium ascendendo
1200,1032,0.6943519880333066,de babylonia uero usque syemem que est ciuitas ultima egipti contra austrum et ethiopiam sunt miliaria 240,de babylona uero usque syenen que est ciuitas ultima egipti contra austrum et ethyopiam sunt miliaria 200 40
1201,1033,0.8257099825606149,ista ethiopia proprie dicitur nubia et est tota christiana in qua beatus matheus apostolus predicauit,ista etyopia proprie dicitur nubia et est tota christiana in qua beatus matheus predicauit
1202,1034,0.43208375042256947,regem ethiopie huius in babiloniam captiuum uidi,regem huius ethyopie in babylonia captiuum uidi
1203,1035,0.903263991182915,de damiata per nilum ascendendo ueni in abdela et inde mansoram in quo diuiditur nylus et uadit minor riuus sicut superior ad fretum quod est iuxta pharamiam et iungitur illi quod ibidem intrat mare sicut dictum est supra,de damiata per nylum ascendendo ueni in abdela et inde mansoram in quo loco diuiditur nylus et uadit minor riuus sicut superior ad fretum quod est iuxta pharamiam et iungitur illi qui ibidem intrat mare sicud dictum est supra
1204,1036,0.8400364776113183,inde iuxta uillam quandam bonam ualde que dicitur semenuch separatur iterum alius riuus et iste est tercius et uadit contra aquilonem intrans mare iuxta <mare> uillam que dicitur phathures sed non est nauigabilis riuus iste,inde iuxta uillam quandam bonam ualde que dicitur semenuth separatur iterum alius riuus et ille est tercius et uadit contra aquilonem intrans mare iuxta uillam que dicitur phatures sed non est nauigabilis riuus ille
1205,1037,0.8755613843814947,item inde ascendendo antequam perueniatur in phiton ramasses separatur quartus riuus et uadit similiter ad aquilonem intrans mare iuxta uillam que sturion appellatur,item inde ascendendo antequam perueniatur in phyton et ramases separatur quartus riuus et uadit similiter ad aquilonem intrans mare iuxta uillam que sturion appellatur
1206,1038,0.8049587029339001,inde hoc est de riuo ipso usque in phiton et ramesses sunt 5 leuce et sunt iste due super riuum hinc inde site bone,inde hoc est de riuo ipso usque in phiton et ramasses sunt 5 leuce et sunt ille due uille super riuum hinc inde site bone ualde
1207,1039,0.9072684353995536,inde ad 30 miliaria est locus qui uocatur delta grece quia ibi nilus diuiditur et in diuersa fluens totam egiptum facit insulam in modum delte litere triangulam et procedit maior riuus contra allexandriam alter in damiatam ut dictum est supra,inde ad 30 miliaria est locus qui uocatur delta grece quia ibi nylus diuiditur et in diuersa fluens totum egiptum facit insulam in modum delte littere triangulam et procedit maior riuus contra alexandriam alter in damiatam ut dictum est supra
1208,1040,1.0000000000000002,ecce habes 5 riuos,ecce habes 5 riuos
1209,1041,0.8043664549346021,de delta usque in elyopolim sunt 3 miliaria et ibi recedit sextus riuus qui procedit contra aquilonem usque ad ciuitatem pelbis que quondam pelusium dicebatur,de delta usque in elyopolym sunt tria miliaria et ibi recedit sextus riuus qui procedit contra aquilonem usque ad ciuitatem pellis que quondam pellusium dicebatur
1210,1042,0.9416531034379311,et inde uadit per desertum uersus terram sanctam et intrat mare iuxta ciuitatem larys a qua mare illud gulfus leyrisse nuncupatur,et inde uadit per desertum uersus terram sanctam et intrat mare iuxta ciuitatem laris a qua mare illud gulfus leyrisse nuncupatur
1211,1043,0.9670604954310896,inde est 1 dieta usque gazam et bersabee,inde est est 1 dieta usque gazam et bersabee
1212,1044,0.9700571651997216,iste riuus uocatur in scriptura proprie riuus egipti et in ipso erat terminus sortis iude sicut dicitur in libro numerorum,iste riuus uocatur in scriptura proprie riuus egipti et in ipso erat terminus sortis iude sicud dicitur in libro numerorum
1213,1045,0.8367317374345872,dicitur autem a quibusdam rinoconula a quibusdam uero syor fluuius egipti non potest autem nauigari,dicitur autem a quibusdam rynoconsa a quibusdam uero syor fluuius egipti non potest autem nauigari
1214,1046,0.7842402933161439,elyopolis est uilla multum bona et diues sed non est munita sicut nec aliqua uilla in terra egipti preter alexandriam et babyloniam sed habundat fructibus et omnibus deliciis mundi,eliopolis est uilla multum bona et diues sed non est munita sicud nec aliqua uilla in terra egipti preter alexandriam et babiloniam sed habundat fructibus et omnibus deliciis mundi cassia fistula in magna quantitate crescit ibidem
1215,1046,0.46595948098794915,cassia fistula in magna quantitate crescit ibidem,eliopolis est uilla multum bona et diues sed non est munita sicud nec aliqua uilla in terra egipti preter alexandriam et babiloniam sed habundat fructibus et omnibus deliciis mundi cassia fistula in magna quantitate crescit ibidem
1216,1047,0.8809842300388003,inde per 7 leucas est ciuitas babylonia magna ualde et bene munita sita supra nylum fluuium in littore eius orientali,inde per 7 leucas est ciuitas babilonia magna ualde et bene munita sita super nylum fluuium in littore eius orientali
1217,1048,0.8689099083296311,transit tantum riuus unus de eodem fluuio per medium eius et per ciuitatem kayrum competenter magnus et reuertitur ad riuum principalem in kayro,transit tamen riuus unus de eodem fluuio per medium eius et per ciuitatem bayrum etiam competenter magnus et reuertitur ad riuum principalem in kayro
1218,1049,0.9109234115348109,de babylonia ad 5 leucas sunt quedam pyramides triangule multum alte que dicuntur horrea ioseph fuisse et iuxta illas sunt ruine ciuitatis thebe ad 2 leucas,de babilonia ad 5 leucas sunt quedam pyramides triangule multum alte que dicuntur horrea ioseph fuisse et iuxta illas sunt ruine ciuitatis thebe ad duas leucas
1219,1050,0.8219148668098673,de ista fuit legio thebeorum cui adiacet desertum thebaydos in quo fuit antiquitus multitudo magna monachorum,de illa fuit legio thebeorum cui adiacet desertum thebaidos in quo fuit antiquitus multitudo monachorum
1220,1051,0.36582150899405874,supra babyloniam nilus habet 1 riuum tantum usque syenem per miliaria 260,supra babiloniam nylus habet unum riuum tamen usque senen per miliaria 240 et inde usque ad meroen ciuitatem sunt similiter miliaria 240
1221,1052,0.9137235725459911,syene sub ipso tropico estiuo sita est unde et ibi absumitur umbram primo gradu cancri et tunc meroe proicit umbram in meridie contra austrum,syene sub ipso tropico estiuo sita est unde et ibi absumitur umbra in primo gradu cancri et tunc merore proicit umbram in meridie contra austrum
1222,1053,0.9009515036014717,ortus uero nili sciri non potest ultra nisi usque ad montes qui sunt a sinistro nubie per quos descendit et est ultra locus immeabilis ut mihi dixerunt nubiani,ortus uero nyli sciri non potest ultra nisi usque ad montes qui sunt a sinistro nubie per quos descendit et est ultra locus inmeabilis ut mihi dixerunt nubiani
1223,1054,0.6506917631518436,de situ egipti terra egipti fere inaccessibilis est,terra egypti fere inaccessibilis est
1224,1055,0.8958938257844666,ab aquilone enim habet mare magnum ubi non est accessus nisi per naues contra affricum est desertum lybie pylenorum quod habet in latitudine et longitudine dietas plures scilicet 40 ab austro est desertum ethiopie per 25 dietas et plus usque nubiam ab oriente desertum thebaydos usque ad mare rubrum per 3 dietas ad locum qui beronice dicitur et est portus egipti in littore rubri maris uolenti uersus indiam nauigare,ab aquilone enim habet mare magnum ubi non est accessus nisi per naues contra affricum est desertum lybie pylenorum quod habet in latitudine et longitudine dietas plures scilicet 40 ab austro est desertum ethiopie per <5>25 dietas et plus usque in nubiam ab oriente desertum thebaidos usque ad mare rubrum per 3 dietas ad locum qui beronice dicitur et est portus egypti in littore maris rubri uol<u>enti uersus indiam nauigare
1225,1056,1.0000000000000002,contra uulturnum uero et septentrionem est desertum magnum usque ad terram sanctam in quo filii israel recedentes de egipto morati sunt 40 annis,contra uulturnum uero et septentrionem est desertum magnum usque ad terram sanctam in quo filii israel recedentes de egipto morati sunt 40 annis
1226,1057,0.9172717391708954,et dixerunt mihi sarraceni etiam christiani qui sunt in egipto idem fatebantur presentibus sarracenis quod amplius quam 300 000 christianorum sunt in egipto et ecclesie et claustra multa,et dixerunt mihi sarraceni et christiani qui sunt in egipto idem fatebantur presentibus sarracenis quod amplius quam 300 milia christianorum sunt in egipto et ecclesie et claustra multa
1227,1058,0.9711407169139594,in babylonia uero et in kayro sunt ecclesie 40 et amplius et in aliis ciuitatibus et uillis egipti sunt ecclesie plures quas etiam causa orationis intraui cum essem ibi,in babylonia uero et in kayro sunt ecclesie 40 et amplius et in aliis ciuitatibus et uillis egipti sunt ecclesie plures quas et causa orationis intraui cum essem ibi
1228,1059,1.0,sunt etiam in egipto casalia multa et populus multus ualde qui non potest estimari,sunt etiam in egipto casalia multa et populus multus ualde qui non potest estimari
1229,1060,0.8551086949372265,sunt ibi bodiwini qui multitudine ceteros habitatores terre uincunt,sunt ibi boduini qui multitudine ceteros habitatores terre uincunt
1230,1061,0.8702629685784912,sarraceni tamen dominantur in terra sed timent plurimum bodiwinos,sarraceni tamen dominantur in terra sed timent plurimum bodwinos
1231,1062,0.7127415984789377,turci uero siue turkomanni sunt superiores sarracenis pro eo quod soldani per tempora longa fuerunt de gente illa et melior militia que est in egipto est de gente illa,turci uero siue torkomanni sunt superiores sarracenis pro eo quod soldani per longa tempora fuerunt de gente illa
1232,1063,0.8756070875671829,egiptus fere est triangula duobus lateribus equalibus tertio breuiore et sunt in tribus cornibus huius trianguli site ciuitates scilicet iste laris babilonia alexandria,egiptus fere est triangula duobus lateribus equalibus tercio breuiore et sunt in 3 cornibus huius trianguli site ciuitates scilicet ille laris babilonia alexandria
1233,1065,0.7282077002297117,uoluit aut egiptus in gyro de laris per babyloniam in alexandria et inde iterum in laris 950 miliaria de babilonia uero usque syenem et inde usque in meroen licet sit longitudo magna latitudo fere nulla est quia uia illa procedit per ascensum nili qui habet montes altos hinc inde et terram omnino desertam nisi super ipsum fluuium sed et illa loca sunt barbare habitationis,de babilonia uero usque syenen et inde usque in myroen licet sit longitudo magna latitudo uero nulla est quia uia illa procedit per ascensum nyli qui habet montes altos hinc inde et terram omnino desertam nisi super ipsum fluuium sed illa loca sunt barbare habitationis
1234,1066,0.8782345434717875,in elyopoli et in babylonia ostenduntur loca in quibus uirgo mansit cum puero ihesu quando a facie herodis fugit in egiptum et casus ydolorum et templorum secundum prophetiam ysa,in eliopoli et babilonia ostenduntur loca in quibus uirgo maria mansit cum puero ihesu quando a facie herodis fugit in egiptum et casus ydolorum et templorum secundum prophetiam ysaie
1235,1067,0.8737297220219296,sana est terra egipti et aer sanus et cibi conuenientes et est terra multa temperata immo temperatior syria et palestina cum tamen secundum situm locorum deberet merito contrarium inueniri,sana terra est terra egipti et aer sanus et cibi conuenientes et est terra multum temperata ymmo temperancior syria et palestina cum tamen secundum situm locorum deberet merito contrarium inueniri
1236,1068,0.9191426659965942,inter babyloniam et elyopolim medio loco fere est ortus balsami de quo dictum est prius et habet terram fere albam,inter babyloniam et elyopolim medio loco fere est ortus balsami de quo dictum est supra etiam et habet terram fere albam
1237,1069,0.8228294082394738,erat autem eo tempore cum essem ibi scilicet in festo michahelis lignum balsami satis humile scilicet palme et dimidie in altitudine habens folia modica sicut ruta sed parum albiora,erat autem eo tempore cum essem ibi scilicet in festo michelis lignum balsami satis humile scilicet palme et dimidie in altitudine habens folia modica sicut rutha sed parum albiora et tuli de ipso ligno in bona quantitate mecum
1238,1069,0.33679412498805666,et tuli de ipsa in bona quantitate mecum,erat autem eo tempore cum essem ibi scilicet in festo michelis lignum balsami satis humile scilicet palme et dimidie in altitudine habens folia modica sicut rutha sed parum albiora et tuli de ipso ligno in bona quantitate mecum
