,original,processed
284,frures qui minora furta committunt ut non sint digni suspendio vel malefactores alii committentes minora crimina castrantur ne filios generent qui patrum crimina imitantur et hoc videtur mihi una causa quare tot meretrices sunt in partibus illis uxores vero talium non valentes vel potius non volentes continere meretrices efficiuntur multi etiam sunt eunuchi in partibus illis et omnes sunt famuli nobilium mulierum et credo quod regina armenie plusquam eunuchos habuit quando eram apud eam nec ullus ad eam ingreditur alius nisi de regis licencia speciali qui et eunuchum ex nomine designet qui et ingredientem et egredientem deducat,frures qui minora furta comitunt ut non sint digni suspendio aut malefactores alii comitentes minora crimina castrantur ne filios generent qui patrum crimina imitantur et hoc uidetur mii una causa quare tot meretrices sunt in partibus ilis uxores uero talium non ualentes aut pocius non uolentes continere meretrices eficiuntur multi etiam sunt eunuci in partibus ilis et omnes sunt famuli nobilium mulierum et credo quod regina armenie plusquam eunucos habuit quando eram apud eam nec ulus ad eam ingreditur alius nisi de regis licentia spetiali qui et eunucum ex nomine designet qui et ingredientem et egredientem deducat
285,reges et principes audiunt libentissime verbum dei unde cottidie ad horam terciam verthapete id est monachi curiam regis vel principis adeunt ad quos statim accedunt principes ipsi vel domini cum filiis suis et potentibus de curia sua et apponitur liber aliquis sacre scripture et legitur coram eis in vulgari quia linguis et litteris propriis utuntur et exponitur eis textus a monachis illis et ubicumque questionem faciunt seculares a monachis illis instruuntur ab hora tercia usque ad meridiem postquam rex et alii audierunt missam et verbum dei leguntur littere audiuntur nuncii agitantur cause et hoc omni die pluries hiis omnibus interfui coram rege post prandium et dormicionem conveniunt iterum principes et maiores et stante rege ante palacium in cancellis conveniunt balistarii arcarii luctatores saltatores iactatores lapidum et exercent coram rege et principibus quilibet artem suam postea si placet itur pro solacio ad campos cum avibus canibus venaticis et retibus et durant ista solacia usque ad tempus cene ista sunt consueta cottidie in terris illis,reges et principes audiunt libentissime uerbum dei unde cotidie ad horam tertiam uertapete id est monaci curiam regis aut principis adeunt ad quos statim accedunt principes ipsi aut domini cum filiis suis et potentibus de curia sua et apponitur liber aliquis sacre scripture et legitur coram eis in uulgari quia linguis et literis propriis utuntur et exponitur eis textus a monacis ilis et ubicumque questionem faciunt seculares a monacis ilis instruuntur ab hora tertia usque ad meridiem postquam rex et alii audierunt missam et uerbum dei leguntur litere audiuntur nuncii agitantur cause et hoc omni die pluries hiis omnibus interfui coram rege post prandium et dormitionem conueniunt iterum principes et maiores et stante rege ante palacium in cancelis conueniunt balistarii arcarii luctatores saltatores iactatores lapidum et exercent coram rege et principibus quilibet artem suam postea si placet itur pro solatio ad campos cum auibus canibus uenaticis et retibus et durant ista solatia usque ad tempus cene ista sunt consueta cotidie in terris ilis
286,astante rege habui collacionem cum domino katholico de sacramentis ecclesie secundum quod ministrantur et tenentur in ecclesia romana et secundum quod de ipsis sentit ecclesia orientalis et non inveni in eis aliquam dissencionem que mihi videretur periculosa quantum ad salutem quesivi in ipsa collatione rege annuente ab ipso domino katholico quos doctores maxime sequerentur in scripture sacre expositione et dixit mihi precipui sunt iohannes crisostomus iohannes damascenus gregorius nazenzenus cirillus alexandrinus quem kyrillum vocant quia c litteram non habent et effrem abbatem multum regi placuit collatio illa et fuit plurimum consolatus,astante rege habui colationem cum domino katolico de sacramentis ecclesie secundum quod ministrantur et tenentur in ecclesia romana et secundum quod de ipsis sentit ecclesia orientalis et non inueni in eis aliquam dissentionem que mii uideretur periculosa quantum ad salutem quesiui in ipsa colatione rege annuente ab ipso domino katolico quos doctores maxime sequerentur in scripture sacre expositione et dixit mii precipui sunt iohannes crisostomus iohannes damascenus gregorius nasensenus cirilus alexandrinus quem kirilum uocant quia c literam non habent et efrem abbatem multum regi placuit colatio ila et fuit plurimum consolatus
287,de disciplina clerici omnes et layci sunt multum devoti in ecclesia et nichil ibi faciunt nisi quod aut orant aut cantant numquam vidi ibi hominem in ecclesia sedere ridere loqui vel dissolvi sive sit grecus sive alterius cuiuscumque nacionis officium misse devotum est apud eos calix ante inceptionem misse in muro in loco ad hoc deputato ad sinistram altaris apte ponitur quem ad offertorium dyaconus cum panno de serico valde pulcro et precioso reverenter levat altius capite suo precedente eum subdyaconus cum thuribulo et duobus acolitis cum cereis accensis et incedentibus retrossum girat autem altare usque ad dextrum cornu altaris et tunc eum suscipit episcopus reverenter et offert eum sicut nostri faciunt sacerdotes infra canonem vero retro sacerdotem stant duo acoliti cum cereis accensis et duo cum thuribulis genua flectentes ad dexteram vero et sinistram altaris duo stant dyaconi sacris induti vestibus complosis manibus versis ad invicem vultibus contra altare sicut duo cherubin respicientes in propiciatorium et cantantes melodiam quamdam valde devotam et dulcem sibi altrinsecus respondentes quamdiu durat canon istud et videre et audire valde est delectabile et devotum,de disciplina clerici omnes et laici sunt multum deuoti in ecclesia et nicil ibi faciunt nisi quod aut orant aut cantant numquam uidi ibi hominem in ecclesia sedere ridere loqui aut dissolui siue sit grecus siue alterius cuiuscumque nationis oficium misse deuotum est apud eos calix ante inceptionem misse in muro in loco ad hoc deputato ad sinistram altaris apte ponitur quem ad ofertorium diaconus cum panno de serico ualde pulcro et pretioso reuerenter leuat alcius capite suo precedente eum subdiaconus cum turibulo et duobus acolitis cum cereis accensis et incedentibus retrossum girat autem altare usque ad dextrum cornu altaris et tunc eum suscipit episcopus reuerenter et ofert eum sicut nostri faciunt sacerdotes infra canonem uero retro sacerdotem stant duo acoliti cum cereis accensis et duo cum turibulis genua flectentes ad dexteram uero et sinistram altaris duo stant diaconi sacris induti uestibus complosis manibus uersis ad inuicem uultibus contra altare sicut duo cerubin respicientes in propitiatorium et cantantes melodiam quamdam ualde deuotam et dulcem sibi altrinsecus respondentes quamdiu durat canon istud et uidere et audire ualde est delectabile et deuotum
288,multa alia vidi et perambulavi terra illa que per omnia scribere longum esset steti autem hac ultima vice apud regem a festo iohannis ante portam latinam usque in crastinum margarete et sic redii in aycium civitatem maritimam et ascensa navi processi iuxta mamistram in mallotam civitatem openatissimam de qua legitur in iudith et inde per adenam et tharsum cilicie veni kurcum ubi habundat crocus bonus de curco veni seleuciam maritimam que est in capadocia transitaque capodocea navigavi cyprum et applicui salomine peractis negociis apud regem cypri navigavi in syriam veni thyrum et inde ptholomaidem transactis ebdomadibus postquam de armenia navigavi in kalendis septembris ascensa galea ut navigarem in egiptum de ptholomaide veni ad montem carmeli in caypham inde dothan que nunc castrum peregrinorum dicitur inde cesaream palestine per antypatridem et ioppem et iamniam per azotum et ascolonem per gazam et dorre que est principium solitudinis et inde ad gulfum larisse ubi est primus portus iudee de gulfo isto in rasecasse que est prima civitas egypti in solitudine pharan et inde pharamiam civitatem pulcram et munitam sed non habitat in ea homo quia serpentes eiectis habitatoribus eam penitus possederunt anno domini in die nativitatis beate virginis intrans egiptum veni in pharamiam ubi sunt hostia nili fluminis hec civitas murata quidem et bene edificata sed non est in ea aliquis habitator quia serpentes eam penitus possederunt de pharamia in taphnim sunt leuce hec est taphnis de qua dicitur in psalmo fecit mirabilia in terra egipti in campo thaneos et in qua filii israel fuerunt commorati et est terra yessen de taphnis usque memfis que nunc damiata dicitur sunt leuce que distat a mari per leu pharamia vero inmediate supra mare taphnis fuit antiquitus valde munita et firmo loco sita sed hodie penitus est destructa et pauci bodiwini propter ubertatem terre et pascua ibi habitant in ruinis eius et habundant piscibus et avibus supra modum damiata insuper antiqua penitus est destructa sed fecerunt sarraceni iuxta eam aliud casale longum quidem sed inmunitum ad naves collocandas et merces et habundat frumento fructibus piscibus et aliis que ad cibum pertinent sicut taphnis et separatur in occidentali eius in parte inter eam et veterem damiatam rivus unus de vero alveo nili et procedit contra aquilonem in taphnis et inde per fretum quoddam quod bayera dicitur usque pharamiam et ingreditur ibi mare,multa alia uidi et perambulaui terra ila que per omnia scribere longum esset steti autem hac ultima uice apud regem a festo iohannis ante portam latinam usque in crastinum margarete et sic redii in aicium ciuitatem maritimam et ascensa naui processi iuxta mamistram in malotam ciuitatem openatissimam de qua legitur in iudit et inde per adenam et tarsum cilicie ueni kurcum ubi habundat crocus bonus de curco ueni seleutiam maritimam que est in capadotia transitaque capodocea nauigaui ciprum et applicui salomine peractis negociis apud regem cipri nauigaui in siriam ueni tirum et inde ptolomaidem transactis ebdomadibus postquam de armenia nauigaui in kalendis septembris ascensa galea ut nauigarem in egiptum de ptolomaide ueni ad montem carmeli in caipam inde dotan que nunc castrum peregrinorum dicitur inde cesaream palestine per antipatridem et ioppem et iamniam per asotum et ascolonem per gasam et dorre que est principium solitudinis et inde ad gulfum larisse ubi est primus portus iudee de gulfo isto in rasecasse que est prima ciuitas egipti in solitudine paran et inde paramiam ciuitatem pulcram et munitam sed non habitat in ea homo quia serpentes eiectis habitatoribus eam penitus possederunt anno domini in die naciuitatis beate uirginis intrans egiptum ueni in paramiam ubi sunt hostia nili fluminis hec ciuitas murata quidem et bene edificata sed non est in ea aliquis habitator quia serpentes eam penitus possederunt de paramia in tapnim sunt leuce hec est tapnis de qua dicitur in psalmo fecit mirabilia in terra egipti in campo taneos et in qua filii isrel fuerunt comorati et est terra iessen de tapnis usque memfis que nunc damiata dicitur sunt leuce que distat a mari per leu paramia uero inmediate supra mare tapnis fuit antiquitus ualde munita et firmo loco sita sed hodie penitus est destructa et pauci bodiwini propter ubertatem terre et pascua ibi habitant in ruinis eius et habundant piscibus et auibus supra modum damiata insuper antiqua penitus est destructa sed fecerunt sarraceni iuxta eam aliud casale longum quidem sed inmunitum ad naues colocandas et merces et habundat frumento fructibus piscibus et aliis que ad cibum pertinent sicut tapnis et separatur in occidentali eius in parte inter eam et ueterem damiatam riuus unus de uero alueo nili et procedit contra aquilonem in tapnis et inde per fretum quoddam quod baiera dicitur usque paramiam et ingreditur ibi mare
289,et iste est primus portus egipti versus terram sanctam ipse vero maior rivus nili ad leucas de damiata intrat mare et iste est secundu tertius est portus in allexandria ubi ingreditur mare maior pars nili qui locus distat a pharamia ubi primus rivus ingreditur per miliaria et et hec longitudo egipti iuxta mare de alexandria usque in babiloniam sunt similiter miliaria et per fluvium nilum ascendendo de pharamia vero per thaphnim et damiatam usque babiloniam sunt miliaria tantum per fluvium ascendendo de babylonia vero usque syemem que est civitas ultima egipti contra austrum et ethiopiam sunt miliaria ista ethiopia proprie dicitur nubia et est tota christiana in qua beatus matheus apostolus predicavit regem ethiopie huius in babiloniam captivum vidi,et iste est primus portus egipti uersus terram sanctam ipse uero maior riuus nili ad leucas de damiata intrat mare et iste est secundu tercius est portus in alexandria ubi ingreditur mare maior pars nili qui locus distat a paramia ubi primus riuus ingreditur per miliaria et et hec longitudo egipti iuxta mare de alexandria usque in babiloniam sunt similiter miliaria et per fluuium nilum ascendendo de paramia uero per tapnim et damiatam usque babiloniam sunt miliaria tantum per fluuium ascendendo de babilonia uero usque siemem que est ciuitas ultima egipti contra austrum et etiopiam sunt miliaria ista etiopia proprie dicitur nubia et est tota cristiana in qua beatus mateus apostolus predicauit regem etiopie huius in babiloniam capciuum uidi
290,de damiata per nilum ascendendo veni in abdela et inde mansoram in quo dividitur nylus et vadit minor rivus sicut superior ad fretum quod est iuxta pharamiam et iungitur illi quod ibidem intrat mare sicut dictum est supra inde iuxta villam quandam bonam valde que dicitur semenuch separatur iterum alius rivus et iste est tercius et vadit contra aquilonem intrans mare iuxta mare villam que dicitur phathures sed non est navigabilis rivus iste item inde ascendendo antequam perveniatur in phiton ramasses separatur quartus rivus et vadit similiter ad aquilonem intrans mare iuxta villam que sturion appellatur inde hoc est de rivo ipso usque in phiton et ramesses sunt leuce et sunt iste due super rivum hinc inde site bone inde ad miliaria est locus qui vocatur delta grece quia ibi nilus dividitur et in diversa fluens totam egiptum facit insulam in modum delte litere triangulam et procedit maior rivus contra allexandriam alter in damiatam ut dictum est supra ecce habes rivos de delta usque in elyopolim sunt miliaria et ibi recedit sextus rivus qui procedit contra aquilonem usque ad civitatem pelbis que quondam pelusium dicebatur et inde vadit per desertum versus terram sanctam et intrat mare iuxta civitatem larys a qua mare illud gulfus leyrisse nuncupatur inde est dieta usque gazam et bersabee iste rivus vocatur in scriptura proprie rivus egipti et in ipso erat terminus sortis iude sicut dicitur in libro numerorum dicitur autem a quibusdam rinoconula a quibusdam vero syor fluvius egipti non potest autem navigari elyopolis est villa multum bona et dives sed non est munita sicut nec aliqua villa in terra egipti preter alexandriam et babyloniam sed habundat fructibus et omnibus deliciis mundi cassia fistula in magna quantitate crescit ibidem inde per leucas est civitas babylonia magna valde et bene munita sita supra nylum fluvium in littore eius orientali transit tantum rivus unus de eodem fluvio per medium eius et per civitatem kayrum competenter magnus et revertitur ad rivum principalem in kayro de babylonia ad leucas sunt quedam pyramides triangule multum alte que dicuntur horrea ioseph fuisse et iuxta illas sunt ruine civitatis thebe ad leucas de ista fuit legio thebeorum cui adiacet desertum thebaydos in quo fuit antiquitus multitudo magna monachorum supra babyloniam nilus habet rivum tantum usque syenem per miliaria syene sub ipso tropico estivo sita est unde et ibi absumitur umbram primo gradu cancri et tunc meroe proicit umbram in meridie contra austrum ortus vero nili sciri non potest ultra nisi usque ad montes qui sunt a sinistro nubie per quos descendit et est ultra locus immeabilis ut mihi dixerunt nubiani,de damiata per nilum ascendendo ueni in abdela et inde mansoram in quo diuiditur nilus et uadit minor riuus sicut superior ad fretum quod est iuxta paramiam et iungitur ili quod ibidem intrat mare sicut dictum est supra inde iuxta uilam quandam bonam ualde que dicitur semenuc separatur iterum alius riuus et iste est tercius et uadit contra aquilonem intrans mare iuxta mare uilam que dicitur patures sed non est nauigabilis riuus iste item inde ascendendo antequam perueniatur in piton ramasses separatur quartus riuus et uadit similiter ad aquilonem intrans mare iuxta uilam que sturion appelatur inde hoc est de riuo ipso usque in piton et ramesses sunt leuce et sunt iste due super riuum hinc inde site bone inde ad miliaria est locus qui uocatur delta grece quia ibi nilus diuiditur et in diuersa fluens totam egiptum facit insulam in modum delte litere triangulam et procedit maior riuus contra alexandriam alter in damiatam ut dictum est supra ecce habes riuos de delta usque in eliopolim sunt miliaria et ibi recedit sextus riuus qui procedit contra aquilonem usque ad ciuitatem pelbis que quondam pelusium dicebatur et inde uadit per desertum uersus terram sanctam et intrat mare iuxta ciuitatem laris a qua mare ilud gulfus leirisse nuncupatur inde est dieta usque gasam et bersabee iste riuus uocatur in scriptura proprie riuus egipti et in ipso erat terminus sortis iude sicut dicitur in libro numerorum dicitur autem a quibusdam rinoconula a quibusdam uero sior fluuius egipti non potest autem nauigari eliopolis est uila multum bona et diues sed non est munita sicut nec aliqua uila in terra egipti preter alexandriam et babiloniam sed habundat fructibus et omnibus deliciis mundi cassia fistula in magna quantitate crescit ibidem inde per leucas est ciuitas babilonia magna ualde et bene munita sita supra nilum fluuium in litore eius orientali transit tantum riuus unus de eodem fluuio per medium eius et per ciuitatem kairum competenter magnus et reuertitur ad riuum principalem in kairo de babilonia ad leucas sunt quedam piramides triangule multum alte que dicuntur horrea iosep fuisse et iuxta ilas sunt ruine ciuitatis tebe ad leucas de ista fuit legio tebeorum cui adiacet desertum tebaidos in quo fuit antiquitus multitudo magna monacorum supra babiloniam nilus habet riuum tantum usque sienem per miliaria siene sub ipso tropico esciuo sita est unde et ibi absumitur umbram primo gradu cancri et tunc meroe proicit umbram in meridie contra austrum ortus uero nili sciri non potest ultra nisi usque ad montes qui sunt a sinistro nubie per quos descendit et est ultra locus imeabilis ut mii dixerunt nubiani
291,de situ egipti terra egipti fere inaccessibilis est ab aquilone enim habet mare magnum ubi non est accessus nisi per naves contra affricum est desertum lybie pylenorum quod habet in latitudine et longitudine dietas plures scilicet ab austro est desertum ethiopie per dietas et plus usque nubiam ab oriente desertum thebaydos usque ad mare rubrum per dietas ad locum qui beronice dicitur et est portus egipti in littore rubri maris volenti versus indiam navigare contra vulturnum vero et septentrionem est desertum magnum usque ad terram sanctam in quo filii israel recedentes de egipto morati sunt annis,de situ egipti terra egipti fere inaccessibilis est ab aquilone enim habet mare magnum ubi non est accessus nisi per naues contra africum est desertum libie pilenorum quod habet in latitudine et longitudine dietas plures scilicet ab austro est desertum etiopie per dietas et plus usque nubiam ab oriente desertum tebaidos usque ad mare rubrum per dietas ad locum qui beronice dicitur et est portus egipti in litore rubri maris uolenti uersus indiam nauigare contra uulturnum uero et septentrionem est desertum magnum usque ad terram sanctam in quo filii isrel recedentes de egipto morati sunt annis
292,et dixerunt mihi sarraceni etiam christiani qui sunt in egipto idem fatebantur presentibus sarracenis quod amplius quam  christianorum sunt in egipto et ecclesie et claustra multa in babylonia vero et in kayro sunt ecclesie et amplius et in aliis civitatibus et villis egipti sunt ecclesie plures quas etiam causa orationis intravi cum essem ibi sunt etiam in egipto casalia multa et populus multus valde qui non potest estimari sunt ibi bodiwini qui multitudine ceteros habitatores terre vincunt sarraceni tamen dominantur in terra sed timent plurimum bodiwinos turci vero sive turkomanni sunt superiores sarracenis pro eo quod soldani per tempora longa fuerunt de gente illa et melior militia que est in egipto est de gente illa,et dixerunt mii sarraceni etiam cristiani qui sunt in egipto idem fatebantur presentibus sarracenis quod amplius quam  cristianorum sunt in egipto et ecclesie et claustra multa in babilonia uero et in kairo sunt ecclesie et amplius et in aliis ciuitatibus et uilis egipti sunt ecclesie plures quas etiam causa orationis intraui cum essem ibi sunt etiam in egipto casalia multa et populus multus ualde qui non potest estimari sunt ibi bodiwini qui multitudine ceteros habitatores terre uincunt sarraceni tamen dominantur in terra sed timent plurimum bodiwinos turci uero siue turkomanni sunt superiores sarracenis pro eo quod soldani per tempora longa fuerunt de gente ila et melior militia que est in egipto est de gente ila
293,egiptus fere est triangula duobus lateribus equalibus tertio breviore et sunt in tribus cornibus huius trianguli site civitates scilicet iste laris babilonia alexandria volvit aut egiptus in gyro de laris per babyloniam in alexandria et inde iterum in laris miliaria de babilonia vero usque syenem et inde usque in meroen licet sit longitudo magna latitudo fere nulla est quia via illa procedit per ascensum nili qui habet montes altos hinc inde et terram omnino desertam nisi super ipsum fluvium sed et illa loca sunt barbare habitationis,egiptus fere est triangula duobus lateribus equalibus tertio breuiore et sunt in tribus cornibus huius trianguli site ciuitates scilicet iste laris babilonia alexandria uoluit aut egiptus in giro de laris per babiloniam in alexandria et inde iterum in laris miliaria de babilonia uero usque sienem et inde usque in meroen licet sit longitudo magna latitudo fere nula est quia uia ila procedit per ascensum nili qui habet montes altos hinc inde et terram omnino desertam nisi super ipsum fluuium sed et ila loca sunt barbare habitationis
294,in elyopoli et in babylonia ostenduntur loca in quibus virgo mansit cum puero ihesu quando a facie herodis fugit in egiptum et casus ydolorum et templorum secundum prophetiam ysa sana est terra egipti et aer sanus et cibi convenientes et est terra multa temperata immo temperatior syria et palestina cum tamen secundum situm locorum deberet merito contrarium inveniri inter babyloniam et elyopolim medio loco fere est ortus balsami de quo dictum est prius et habet terram fere albam erat autem eo tempore cum essem ibi scilicet in festo michahelis lignum balsami satis humile scilicet palme et dimidie in altitudine habens folia modica sicut ruta sed parum albiora et tuli de ipsa in bona quantitate mecum modum eciam colligendi balsamum cultores ostenderunt mihi decerpebant enim folium de ipso stipite quia folia stipiti adherent sicut in ysopo et unum tantum stipitem habet licet plures in uno stent cespite interdum vel vel plures decerpto autem folio contra radium solis statim de ruptura ipsa egreditur gutta lucidissima odorifferra valde et iste est liquor balsami qui colligitur in phialis vitreis et preparatur modo debito et balsamus efficitur et si folium illud decerperetur alibi quam contra radium solis nichilis distillaret rigatur autem ortus iste de quodam fonte parvo sed ubertim effluente in quo beata virgo puerum ihesum dicitur pluries baptizasse et pannos eius lavisse cum esset in egipto et est ibidem lapis in quo dicitur eos siccasse et hec omnia in veneracione habentur a christianis et sarracenis,in eliopoli et in babilonia ostenduntur loca in quibus uirgo mansit cum puero iesu quando a facie herodis fugit in egiptum et casus idolorum et templorum secundum propetiam isa sana est terra egipti et er sanus et cibi conuenientes et est terra multa temperata imo temperatior siria et palestina cum tamen secundum situm locorum deberet merito contrarium inueniri inter babiloniam et eliopolim medio loco fere est ortus balsami de quo dictum est prius et habet terram fere albam erat autem eo tempore cum essem ibi scilicet in festo micahelis lignum balsami satis humile scilicet palme et dimidie in altitudine habens folia modica sicut ruta sed parum albiora et tuli de ipsa in bona quantitate mecum modum etiam coligendi balsamum cultores ostenderunt mii decerpebant enim folium de ipso stipite quia folia stipiti adherent sicut in isopo et unum tantum stipitem habet licet plures in uno stent cespite interdum aut aut plures decerpto autem folio contra radium solis statim de ruptura ipsa egreditur guta lucidissima odoriferra ualde et iste est liquor balsami qui coligitur in pialis uitreis et preparatur modo debito et balsamus eficitur et si folium ilud decerperetur alibi quam contra radium solis nicilis distilaret rigatur autem ortus iste de quodam fonte paruo sed ubertim efluente in quo beata uirgo puerum iesum dicitur pluries baptisasse et pannos eius lauisse cum esset in egipto et est ibidem lapis in quo dicitur eos siccasse et hec omnia in ueneratione habentur a cristianis et sarracenis
295,et quia fons iste modicus est ita quod non suffeceret irrigare totum ortum sarraceni fecerunt alium profundum fontem iuxta illum de quo boves per rotam trahunt aquam quam sarraceni per canalem currere faciunt ad fontem christi sperantes quod ex commixcione cum aqua fontis christi accipiat virtutem fecundandi ortum balsami nec spe sua fraudantur nunc enim per aquas istas fecundatur ortus balsami quod alias non fieret ullo modo de hiis bubus quomodo feriam servant in dominica dixi supra,et quia fons iste modicus est ita quod non sufeceret irrigare totum ortum sarraceni fecerunt alium profundum fontem iuxta ilum de quo boues per rotam trahunt aquam quam sarraceni per canalem currere faciunt ad fontem cristi sperantes quod ex comixtione cum aqua fontis cristi accipiat uirtutem fecundandi ortum balsami nec spe sua fraudantur nunc enim per aquas istas fecundatur ortus balsami quod alias non fieret ulo modo de hiis bubus quomodo feriam seruant in dominica dixi supra
296,de babylonia recedens ductus sum ad locum ubi erant leones et elephantes et strutiones in curia et onagi plures vidi etiam ibi quoddam mirabile animal quod scraph arabica dicitur dispositionis mirabilis super modum habet enim in longitudine pedes vel amplius pellem sicut iuvenis capreolus maculosam scilicet rubeum colorem albo permixtum priores pedes et crura ita sunt alta et collum ita longum quod pro certo dico quod tectum ecclesie vestre in magedeburc tangere posset ore posteriora vero crura demissa sunt et corpus similiter ita ut modico ibi sic altius quam camelus est autem animal in multis terris rarum et invisum,de babilonia recedens ductus sum ad locum ubi erant leones et elepantes et strutiones in curia et onagi plures uidi etiam ibi quoddam mirabile animal quod scrap arabica dicitur dispositionis mirabilis super modum habet enim in longitudine pedes aut amplius pelem sicut iuuenis capreolus maculosam scilicet rubeum colorem albo permixtum priores pedes et crura ita sunt alta et colum ita longum quod pro certo dico quod tectum ecclesie uestre in magedeburc tangere posset ore posteriora uero crura demissa sunt et corpus similiter ita ut modico ibi sic alcius quam camelus est autem animal in multis terris rarum et inuisum
297,item vidi ecclesiam sancti iohannis baptiste ibidem in qua sunt reliquie eius istas tollunt sarraceni cum soldano singulis annis in festo eius et portant eas ad leucas infra civitatem babiloniam et astante soldano ponunt eas in fluvium nilum qui est inpetuosus supra modum et mox ipso soldano cum toto populo vidente scrinium in quo sunt ipse reliquie cum tanta celeritate contra inpetum aque currit usque in babyloniam in pristinam ecclesiam redeundo quod nec soldanus cum suis potest tam cito in equis illuc currere ullo modo in hoc facto sarraceni prenosticantur fluvium amplius crescere et terram uberius irrigare,item uidi ecclesiam sancti iohannis baptiste ibidem in qua sunt reliquie eius istas tolunt sarraceni cum soldano singulis annis in festo eius et portant eas ad leucas infra ciuitatem babiloniam et astante soldano ponunt eas in fluuium nilum qui est inpetuosus supra modum et mox ipso soldano cum toto populo uidente scrinium in quo sunt ipse reliquie cum tanta celeritate contra inpetum aque currit usque in babiloniam in pristinam ecclesiam redeundo quod nec soldanus cum suis potest tam cito in equis iluc currere ulo modo in hoc facto sarraceni prenosticantur fluuium amplius crescere et terram uberius irrigare
298,multi christiani sunt in egypto et dixerunt mihi sacerdotes christiani in ramesses presentibus sarracenis et sarraceni hoc verum esse fatebantur quod essent ibi pro certo milia christianorum qui sunt devoti satis et multe abstinentie et pro nomine ihesu multi in egypto hodie martirio coronantur quidam enim nolentes negare nomen christi usque ad mortem flagellantur quidam et crucifiguntur quidam comburuntur quidam decollantur perfodiuntur et ceteris suppliciis affecti regna celestia assecuntur,multi cristiani sunt in egipto et dixerunt mii sacerdotes cristiani in ramesses presentibus sarracenis et sarraceni hoc uerum esse fatebantur quod essent ibi pro certo milia cristianorum qui sunt deuoti satis et multe abstinentie et pro nomine iesu multi in egipto hodie martirio coronantur quidam enim nolentes negare nomen cristi usque ad mortem flagelantur quidam et crucifiguntur quidam comburuntur quidam decolantur perfodiuntur et ceteris suppliciis afecti regna celestia assecuntur
299,videtur autem mihi et idem est iudicium plurium quod babylonia duplo excedit magnitudinem parisiensis civitatis adiuncta kayro preter campum qui coniungit eas in populositate non est comparacio nec credo sub celo in una civitate tantum esse populum sicut in babylonia mmo dicunt mercatores pro certo quod tota tuscia non habet tantum populum et miror quod tota egiptus potest tantum populum sustentare certissimum tamen est quod nec ipsa posset subsistere si non esset subsidium aliarum regionum nichil autem habundat in egipto nisi panis et aqua et fructus et sal fructus dico poma arangia lemones poma paradisi cucurbite cucumeres cytrulli pepones cepe et allium ceterum pira poma nuces cerusa brunella penitus non sunt ibi ligna pro edificiis vel pro navibus fabricandis non sunt ibi nec posset tota egiptus de suis lignis construere navem unam nisi ligna ab extraneis portarentur vel etiam ipse naves et ideo lata est sententia contra tales,uidetur autem mii et idem est iudicium plurium quod babilonia duplo excedit magnitudinem parisiensis ciuitatis adiuncta kairo preter campum qui coniungit eas in populositate non est comparatio nec credo sub celo in una ciuitate tantum esse populum sicut in babilonia mo dicunt mercatores pro certo quod tota tustia non habet tantum populum et miror quod tota egiptus potest tantum populum sustentare certissimum tamen est quod nec ipsa posset subsistere si non esset subsidium aliarum regionum nicil autem habundat in egipto nisi panis et aqua et fructus et sal fructus dico poma arangia lemones poma paradisi cucurbite cucumeres citruli pepones cepe et alium ceterum pira poma nuces cerusa brunela penitus non sunt ibi ligna pro edificiis aut pro nauibus fabricandis non sunt ibi nec posset tota egiptus de suis lignis construere nauem unam nisi ligna ab extraneis portarentur aut etiam ipse naues et ideo lata est sententia contra tales
300,lapides penitus non sunt ibi nisi in babylonia et in kayro nec habet tota egiptus domum lapideam nisi ille due civitates tamen edificia sunt ibi quantum ad apparentiam pulcra nimis sed materia eorum vilis est sunt enim parietes edificiorum in civitatibus facti de harundine et calce optime liniti intrinsecus et extrinsecus supra lutum et desuper picti auro et lazurio et opere musivo ita pulcre quod stupor est videre et domus que foris apparet vilissima postquam intraveris eam crederes paradysum,lapides penitus non sunt ibi nisi in babilonia et in kairo nec habet tota egiptus domum lapideam nisi ile due ciuitates tamen edifitia sunt ibi quantum ad apparentiam pulcra nimis sed materia eorum uilis est sunt enim parietes edifitiorum in ciuitatibus facti de harundine et calce optime liniti intrinsecus et extrinsecus supra lutum et desuper picti auro et lasurio et opere musiuo ita pulcre quod stupor est uidere et domus que foris apparet uilissima postquam intraueris eam crederes paradisum
